,County,State,Age.Percent 65 and Older,Age.Percent Under 18 Years,Age.Percent Under 5 Years,Education.Bachelor's Degree or Higher,Education.High School or Higher,Ethnicities.American Indian and Alaska Native Alone,Ethnicities.Asian Alone,Ethnicities.Black Alone,Ethnicities.Hispanic or Latino,Ethnicities.Native Hawaiian and Other Pacific Islander Alone,Ethnicities.Two or More Races,Ethnicities.White Alone,"Ethnicities.White Alone, not Hispanic or Latino",Income.Median Houseold Income,Income.Per Capita Income,Income.Persons Below Poverty Level,Population.2014 Population,Population.Population per Square Mile
2957,Chelan,WA,17.5,24.2,6.8,23.9,83.2,1.8,1.2,0.8,27.4,0.2,2.1,93.8,68.6,51354,25893,13.2,74588,24.8
2958,Clallam,WA,26.9,17.7,4.7,24.2,91.3,5.6,1.7,1.0,5.8,0.2,3.7,87.8,83.5,46033,25865,14.6,72715,41.1
2959,Clark,WA,13.8,25.2,6.3,26.0,91.3,1.1,4.6,2.2,8.7,0.8,4.0,87.3,80.0,58225,27681,12.4,451008,676.2
2960,Columbia,WA,26.6,19.0,3.7,17.2,86.1,1.6,0.7,0.6,6.3,0.3,2.4,94.4,89.0,42519,23814,17.1,3985,4.7
2961,Cowlitz,WA,18.1,22.9,5.8,15.4,87.4,1.9,1.6,0.9,8.4,0.3,3.3,91.9,84.7,47596,23557,17.6,102133,89.8
2962,Douglas,WA,15.9,26.2,6.9,17.3,80.4,2.0,1.1,0.8,30.4,0.2,2.2,93.7,65.8,51908,22467,15.8,39804,21.1
2963,Ferry,WA,22.3,18.6,4.6,16.1,87.0,16.9,0.9,0.7,4.2,0.2,4.9,76.5,73.8,37571,20052,20.7,7667,3.4
2964,Franklin,WA,7.9,33.5,10.0,15.0,71.0,1.4,2.1,2.8,51.9,0.4,2.4,90.9,42.1,55177,19503,20.2,87809,62.9
2965,Garfield,WA,24.6,19.9,4.2,22.7,96.6,0.4,1.9,0.0,4.5,0.0,2.3,95.4,91.8,51548,26954,12.1,2215,3.2
2966,Grant,WA,12.6,30.2,8.6,14.6,76.2,2.1,1.1,1.8,39.9,0.2,2.2,92.6,55.7,45949,19738,20.3,93147,33.3
2967,Grays Harbor,WA,18.9,21.1,5.6,14.1,85.4,5.4,1.5,1.4,9.8,0.3,3.6,87.7,79.8,42405,21828,19.0,70818,38.3
2968,Island,WA,22.5,18.9,5.5,31.7,94.6,1.1,4.8,2.9,7.1,0.5,4.5,86.3,80.6,58455,30941,9.0,79275,376.6
2969,Jefferson,WA,31.8,13.4,3.3,36.5,94.6,2.2,1.8,1.0,3.7,0.2,3.4,91.3,88.4,46320,28266,13.3,30228,16.6
2970,King,WA,12.2,21.0,6.2,46.6,92.1,1.1,16.4,6.7,9.4,0.8,4.9,70.1,62.4,71811,39911,11.5,2079967,912.9
2971,Kitsap,WA,16.1,20.9,5.7,29.5,93.6,1.8,5.4,2.9,7.2,1.0,5.6,83.3,77.7,62413,31769,10.4,254183,635.9
2972,Kittitas,WA,14.6,18.1,5.0,33.6,91.1,1.3,2.3,1.2,8.8,0.2,3.2,91.9,84.2,42982,22796,22.6,42522,17.8
2973,Klickitat,WA,21.1,20.5,5.1,19.5,87.0,2.8,0.8,0.6,12.3,0.2,2.8,92.9,81.9,41694,22229,17.5,20861,10.9
2974,Lewis,WA,19.8,21.9,5.8,14.0,85.9,1.8,1.0,0.8,9.7,0.2,3.1,92.9,84.5,42860,22212,15.4,75128,31.4
2975,Lincoln,WA,23.9,21.7,4.7,20.3,93.5,1.9,0.7,0.4,3.1,0.1,2.6,94.3,91.6,47195,25816,14.2,10250,4.6
2976,Mason,WA,21.3,19.3,5.4,17.3,88.5,4.5,1.3,1.4,8.9,0.4,4.1,88.3,81.6,48755,23542,17.3,60711,63.3
2977,Okanogan,WA,19.8,23.4,6.4,16.5,81.7,12.6,1.0,0.8,19.0,0.2,3.0,82.4,66.4,40368,20735,20.7,41290,7.8
2978,Pacific,WA,27.9,17.0,4.6,17.8,87.6,3.1,2.2,1.0,9.0,0.2,3.7,89.9,82.6,39830,23888,17.2,20561,22.4
2979,Pend Oreille,WA,23.1,20.0,4.6,17.8,90.3,4.0,0.7,0.7,3.6,0.1,3.1,91.3,88.8,40567,23167,20.4,12985,9.3
2980,Pierce,WA,12.7,24.0,6.9,24.0,90.5,1.7,6.6,7.4,10.2,1.5,6.7,76.1,68.4,59204,28223,12.4,831928,476.3
2981,San Juan,WA,29.4,14.1,3.0,45.1,94.5,0.9,1.5,0.6,5.9,0.1,2.5,94.5,89.4,53376,37719,10.8,16015,90.7
2982,Skagit,WA,18.7,22.5,6.1,23.6,88.2,2.7,2.2,0.9,17.8,0.3,3.0,90.8,75.4,55925,27065,13.5,120365,67.5
2983,Skamania,WA,17.4,20.8,4.5,20.8,89.6,2.1,1.1,0.7,6.0,0.1,3.0,93.0,88.0,53712,28449,12.5,11340,6.7
2984,Snohomish,WA,12.1,23.2,6.2,28.9,91.1,1.6,10.2,3.1,9.7,0.5,4.4,80.2,72.1,68381,31349,10.4,759583,341.8
2985,Spokane,WA,14.8,22.5,6.1,28.4,92.6,1.7,2.3,1.9,5.2,0.4,3.8,89.8,85.6,49233,25661,15.4,484318,267.2
2986,Stevens,WA,20.7,22.1,5.1,18.6,90.6,5.8,0.7,0.5,3.5,0.2,3.3,89.4,86.8,41742,21986,16.5,43650,17.6
2987,Thurston,WA,15.2,22.1,6.1,32.3,92.9,1.7,5.7,3.4,8.4,1.0,5.2,82.9,76.3,62229,29744,11.7,265851,349.4
2988,Wahkiakum,WA,30.7,17.3,3.6,14.3,93.1,1.5,1.0,0.4,3.4,0.2,3.2,93.6,90.8,41815,22334,22.6,4067,15.1
2989,Walla Walla,WA,16.5,21.7,5.8,26.0,88.0,1.4,1.7,2.1,21.2,0.3,2.4,92.2,72.5,46597,23809,17.8,59844,46.3
2990,Whatcom,WA,15.4,20.2,5.5,31.9,90.9,3.2,4.3,1.2,8.9,0.3,3.7,87.3,79.9,51939,26530,16.4,208351,95.5
2991,Whitman,WA,10.0,15.2,4.7,48.9,96.2,0.7,7.7,2.3,5.6,0.3,3.9,85.1,80.3,36257,21208,32.6,46827,20.7
2992,Yakima,WA,12.8,29.8,8.4,15.5,71.0,6.0,1.5,1.5,47.7,0.2,2.8,88.0,45.0,43506,19433,22.6,247687,56.6
2993,Barbour,WV,18.3,20.9,5.3,11.5,78.3,0.5,0.2,1.0,0.8,0.0,1.5,96.7,96.1,37327,17876,17.6,16766,48.6
2994,Berkeley,WV,13.3,24.2,6.2,19.8,86.0,0.3,1.1,7.5,3.9,0.0,2.7,88.4,85.1,53515,26264,13.1,110497,324.4
2995,Boone,WV,16.8,22.4,5.7,8.5,75.5,0.1,0.1,0.6,0.5,0.0,0.6,98.5,98.0,42156,21627,20.7,23714,49.1
2996,Braxton,WV,20.0,20.4,5.8,11.2,77.8,0.3,0.3,0.6,0.7,0.0,1.0,97.7,97.2,31848,18635,22.0,14463,28.4
2997,Brooke,WV,21.5,17.8,3.8,17.0,89.5,0.1,0.4,1.6,0.8,0.0,1.2,96.7,96.0,42493,22815,13.1,23530,269.8
2998,Cabell,WV,17.0,20.1,6.1,25.8,86.3,0.2,1.2,5.1,1.4,0.0,2.1,91.3,90.2,38374,23647,22.2,97109,342.8
2999,Calhoun,WV,20.7,19.1,4.9,10.2,76.6,0.3,0.2,0.3,1.1,0.0,1.0,98.2,97.2,31679,18053,22.0,7513,27.3
3000,Clay,WV,19.1,22.8,6.5,8.1,72.7,0.2,0.1,0.2,0.5,0.0,1.2,98.3,97.8,31613,16740,24.8,8941,27.5
3001,Doddridge,WV,16.9,17.7,4.0,12.4,80.6,0.3,0.3,1.9,0.7,0.0,1.1,96.4,95.8,34817,17334,15.5,8391,25.7
3002,Fayette,WV,18.7,20.6,5.9,11.6,78.9,0.3,0.2,4.7,1.1,0.0,1.3,93.4,92.5,33771,18685,21.2,45132,69.6
3003,Gilmer,WV,14.9,13.8,4.0,16.6,76.7,0.9,0.8,12.8,6.2,0.1,1.5,83.8,79.0,38442,17870,28.5,8618,25.7
3004,Grant,WV,22.2,19.9,5.2,10.9,80.3,0.2,0.2,0.9,1.3,0.0,0.9,97.8,96.7,41368,20193,14.6,11687,25.0
3005,Greenbrier,WV,21.3,19.5,5.4,17.1,82.9,0.4,0.4,2.9,1.4,0.0,1.6,94.6,93.5,37895,21720,19.7,35450,34.8
3006,Hampshire,WV,19.8,20.1,4.6,8.2,78.2,0.2,0.3,1.3,1.3,0.1,1.1,97.0,95.9,27766,17734,18.0,23483,37.4
3007,Hancock,WV,20.2,19.8,4.9,15.7,87.9,0.1,0.3,2.6,1.2,0.0,1.5,95.5,94.5,38522,23261,16.9,30112,371.3
3008,Hardy,WV,19.8,20.3,5.1,9.5,79.3,0.2,1.1,3.0,3.6,0.0,1.1,94.5,91.7,32723,19032,15.7,13923,24.1
3009,Harrison,WV,17.9,21.5,5.8,19.8,86.9,0.2,0.6,1.7,1.6,0.0,1.6,95.8,94.3,43183,23309,17.7,68761,166.1
3010,Jackson,WV,19.0,21.8,5.4,15.8,84.6,0.3,0.4,0.5,0.8,0.0,1.0,97.9,97.2,40376,22527,19.0,29126,62.9
3011,Jefferson,WV,14.1,22.9,5.4,27.6,87.7,0.3,1.8,6.8,5.5,0.1,2.5,88.6,83.7,65304,29605,11.2,55713,255.2
3012,Kanawha,WV,18.1,20.5,5.6,25.0,87.9,0.2,1.2,7.6,1.1,0.0,2.2,88.9,88.0,46085,28174,14.1,190223,214.1
3013,Lewis,WV,19.5,20.4,5.7,15.6,84.7,0.2,0.4,0.6,1.0,0.0,1.2,97.5,96.6,36199,21175,20.3,16414,42.5
3014,Lincoln,WV,17.2,22.5,5.9,8.2,73.9,0.1,0.1,0.3,0.7,0.0,0.7,98.7,98.1,35487,18458,27.3,21561,49.7
3015,Logan,WV,17.2,20.7,5.9,9.2,76.4,0.1,0.3,2.0,0.9,0.0,0.9,96.7,95.9,36999,19901,19.8,35348,81.0
3016,McDowell,WV,18.1,20.6,6.3,5.8,63.1,0.2,0.2,9.0,0.6,0.0,1.2,89.4,88.9,22252,14093,36.3,20448,41.5
3017,Marion,WV,18.1,19.9,5.8,20.3,87.6,0.3,0.6,3.5,1.2,0.0,1.6,94.1,93.0,42152,23229,15.9,56803,182.7
3018,Marshall,WV,19.6,20.1,5.3,14.2,88.1,0.2,0.4,0.7,1.0,0.0,1.0,97.6,96.7,40681,24329,16.1,32416,108.4
3019,Mason,WV,18.8,21.2,5.3,10.0,81.7,0.2,0.4,0.9,0.6,0.1,1.1,97.4,96.8,38411,20622,19.0,27016,63.4
3020,Mercer,WV,19.3,21.0,6.4,17.7,80.9,0.2,0.6,6.3,1.0,0.0,1.7,91.2,90.4,34842,20391,22.2,61785,148.6
3021,Mineral,WV,19.9,20.0,5.3,13.2,86.9,0.2,0.4,3.1,0.9,0.0,1.4,94.9,94.2,31163,19788,15.8,27578,86.1
3022,Mingo,WV,15.5,22.1,6.4,10.7,72.6,0.1,0.4,1.9,0.6,0.0,1.1,96.5,95.9,35955,20609,22.9,25716,63.4
3023,Monongalia,WV,10.8,16.0,5.0,38.1,90.7,0.2,3.2,3.9,2.0,0.1,1.9,90.8,89.0,44173,25846,22.4,103463,267.1
3024,Monroe,WV,22.4,20.9,5.4,13.7,80.3,0.3,0.2,0.8,0.8,0.0,1.5,97.3,96.6,41234,20294,13.6,13582,28.6
3025,Morgan,WV,20.9,19.0,4.1,15.8,81.6,0.4,0.4,0.8,1.2,0.0,1.4,96.9,96.0,36046,22312,15.3,17453,76.6
3026,Nicholas,WV,19.2,20.8,5.8,14.1,82.4,0.6,0.4,0.3,0.7,0.0,1.0,97.7,97.0,40064,23209,19.2,25827,40.6
3027,Ohio,WV,19.5,19.2,5.5,29.1,91.2,0.2,0.9,3.7,1.1,0.0,2.0,93.2,92.4,41025,26135,15.4,43328,420.0
3028,Pendleton,WV,24.6,17.8,4.6,13.0,79.9,0.3,0.2,2.4,1.1,0.1,1.3,95.7,94.8,34175,21253,18.8,7371,11.1
3029,Pleasants,WV,18.3,19.4,4.6,10.5,89.2,0.2,0.1,1.5,0.9,0.0,1.1,97.0,96.2,41859,21312,14.6,7634,58.5
3030,Pocahontas,WV,22.4,17.4,4.9,16.4,82.1,0.3,0.2,1.1,1.5,0.0,1.3,97.2,95.8,33779,20373,19.1,8662,9.3
3031,Preston,WV,17.4,19.3,4.9,12.6,82.9,0.2,0.2,1.3,0.9,0.0,0.9,97.4,96.5,45413,21457,13.2,33788,51.7
3032,Putnam,WV,16.6,22.9,5.4,24.0,89.3,0.3,0.9,1.1,1.1,0.1,1.1,96.6,95.6,54854,27957,11.3,56770,160.5
3033,Raleigh,WV,18.2,21.2,6.2,17.0,81.3,0.3,1.0,8.2,1.5,0.0,1.7,88.7,87.6,40758,21837,17.1,78241,130.3
3034,Randolph,WV,20.0,19.2,5.3,19.1,82.8,0.3,0.3,1.5,0.8,0.0,1.0,96.9,96.1,37276,19595,15.9,29429,28.3
3035,Ritchie,WV,20.1,20.3,4.7,10.6,78.6,0.2,0.2,0.4,0.7,0.0,0.9,98.4,97.7,35769,17843,21.1,10011,23.1
3036,Roane,WV,19.3,21.9,5.7,10.3,75.4,0.2,0.3,0.4,0.9,0.0,1.0,98.0,97.1,28513,17341,24.8,14664,30.9
3037,Summers,WV,21.1,17.1,4.1,12.7,78.6,0.3,0.3,5.2,1.8,0.0,1.5,92.6,91.2,33784,17416,19.0,13417,38.6
3038,Taylor,WV,17.8,20.5,5.4,15.5,85.6,0.3,0.4,1.1,0.9,0.0,1.1,97.1,96.3,39536,20848,19.3,17069,97.8
3039,Tucker,WV,22.7,17.1,4.1,15.4,83.8,0.3,0.2,0.4,0.8,0.0,0.8,98.2,97.5,37635,21126,17.7,6927,17.0
3040,Tyler,WV,20.2,20.1,4.6,9.4,84.8,0.2,0.2,0.3,0.7,0.0,0.7,98.7,98.1,39206,20704,19.9,9098,35.9
3041,Upshur,WV,18.2,20.6,5.6,15.4,82.8,0.2,0.5,0.9,1.2,0.0,1.0,97.4,96.3,39381,19498,18.4,24731,68.4
3042,Wayne,WV,18.4,21.2,4.9,11.5,77.7,0.3,0.4,0.5,0.7,0.0,0.9,98.0,97.4,36964,19497,20.0,41122,84.0
3043,Webster,WV,21.5,19.9,5.6,8.6,70.6,0.1,0.3,0.4,0.6,0.0,1.3,98.0,97.5,27645,17937,25.2,8834,16.5
3044,Wetzel,WV,21.4,20.1,5.3,10.2,81.5,0.1,0.4,0.5,0.7,0.0,0.9,98.1,97.5,37969,21653,19.7,15988,46.3
3045,Wirt,WV,18.4,21.0,5.4,10.9,85.6,0.2,0.2,0.3,0.7,0.0,1.2,98.0,97.3,34702,21852,19.3,5845,24.6
3046,Wood,WV,18.6,21.1,5.4,18.4,88.8,0.2,0.6,1.2,1.0,0.0,1.5,96.4,95.5,42287,24042,16.2,86237,237.4
3047,Wyoming,WV,17.5,21.4,5.3,8.7,73.5,0.2,0.1,0.7,0.5,0.0,1.1,97.9,97.4,34454,18377,21.5,22598,47.6
3048,Adams,WI,27.1,14.9,3.7,12.1,85.3,1.1,0.5,3.2,3.9,0.1,1.2,94.0,90.6,44897,22196,10.6,20215,32.3
3049,Ashland,WI,17.5,22.6,6.2,21.7,90.5,11.3,0.4,0.5,2.4,0.0,3.5,84.2,82.9,38550,21115,18.8,16103,15.5
3050,Barron,WI,20.2,21.7,6.0,16.2,88.3,1.0,0.7,1.0,2.4,0.0,1.2,96.1,94.0,44054,23337,12.8,45455,53.2
3051,Bayfield,WI,23.9,18.0,4.4,28.5,93.2,10.2,0.4,0.6,1.5,0.0,2.7,86.1,85.2,44944,25377,13.5,14985,10.2
3052,Brown,WI,13.1,24.3,6.7,26.8,90.4,3.1,3.2,2.5,8.0,0.1,2.1,88.9,82.2,53119,27787,11.5,256670,468.2
3053,Buffalo,WI,20.0,21.1,5.2,17.2,89.6,0.4,0.2,0.5,1.9,0.0,1.0,97.9,96.3,47384,24500,12.0,13188,20.2
3054,Burnett,WI,26.3,18.1,4.5,16.7,89.2,4.8,0.4,0.7,1.6,0.0,2.4,91.8,90.7,39564,22843,17.1,15328,18.8
3055,Calumet,WI,13.3,25.4,6.2,27.6,92.1,0.5,2.4,0.7,4.0,0.1,1.3,95.1,91.5,65130,28907,6.4,49491,153.9
3056,Chippewa,WI,16.2,22.7,5.7,18.6,90.8,0.6,1.5,1.6,1.6,0.0,1.1,95.2,94.0,50551,24628,11.1,63460,61.9
3057,Clark,WI,16.0,29.3,8.2,11.6,81.9,0.7,0.5,0.5,4.2,0.0,0.7,97.5,93.6,43276,20754,14.9,34423,28.7
3058,Columbia,WI,16.2,22.4,5.4,21.3,91.6,0.7,0.6,1.5,2.9,0.1,1.2,96.0,93.5,57922,28273,9.3,56615,74.2
3059,Crawford,WI,20.6,21.0,5.0,15.4,90.2,0.3,0.5,2.0,1.1,0.0,0.9,96.3,95.3,42235,22549,12.6,16392,29.2
3060,Dane,WI,11.9,21.1,6.0,46.6,94.7,0.5,5.6,5.4,6.2,0.1,2.5,86.1,80.7,61721,33712,12.9,516284,407.7
3061,Dodge,WI,16.3,20.7,4.9,15.8,87.2,0.5,0.6,3.1,4.6,0.1,0.9,94.9,90.6,53075,24573,9.0,88574,101.4
3062,Door,WI,26.4,16.8,3.9,29.0,94.1,0.7,0.5,0.7,2.7,0.0,1.1,97.1,94.6,50438,30657,10.1,27766,57.6
3063,Douglas,WI,16.3,20.6,5.3,21.7,92.7,2.0,0.9,1.2,1.4,0.0,2.8,93.0,91.9,45418,25129,15.1,43698,33.9
3064,Dunn,WI,14.7,20.0,5.1,24.7,91.9,0.5,2.9,0.7,1.8,0.0,1.2,94.7,93.1,48893,22499,15.7,44305,51.6
3065,Eau Claire,WI,14.1,20.5,5.8,31.0,93.2,0.6,3.8,1.0,2.3,0.1,1.7,92.8,91.0,48090,25287,15.7,101564,154.8
3066,Florence,WI,25.8,15.0,3.5,14.5,89.6,0.8,0.4,0.4,1.0,0.0,1.5,96.9,96.1,47960,22434,14.3,4481,9.1
3067,Fond du Lac,WI,16.6,21.9,5.6,20.0,90.3,0.6,1.3,1.6,4.9,0.0,1.3,95.2,90.8,53820,26368,9.8,101759,141.2
3068,Forest,WI,21.8,20.6,5.8,12.2,85.8,14.3,0.3,1.0,2.0,0.1,2.9,81.3,80.5,39963,20462,16.5,9127,9.2
3069,Grant,WI,16.3,20.3,5.3,19.1,89.8,0.3,0.9,1.3,1.4,0.0,0.8,96.8,95.5,46963,21705,16.6,51829,44.7
3070,Green,WI,16.9,23.1,5.6,20.6,91.4,0.3,0.7,0.6,2.9,0.0,1.0,97.4,94.6,55584,27060,10.3,37063,63.1
3071,Green Lake,WI,20.8,23.0,5.5,16.6,87.3,0.5,0.7,0.6,4.6,0.0,0.8,97.3,93.1,46994,25275,11.5,18836,54.5
3072,Iowa,WI,16.7,23.3,5.9,21.7,92.3,0.2,0.6,0.5,1.8,0.0,1.0,97.6,96.0,55659,26625,9.8,23825,31.1
3073,Iron,WI,28.2,15.9,3.8,20.8,91.5,0.9,0.3,0.3,1.0,0.0,1.3,97.2,96.4,39051,23324,16.4,5917,7.8
3074,Jackson,WI,17.6,22.4,6.2,14.8,86.8,7.1,0.4,2.2,3.3,0.1,1.7,88.5,86.3,44149,21849,16.9,20652,20.7
3075,Jefferson,WI,15.0,22.4,5.5,23.0,91.3,0.5,0.9,1.0,6.9,0.0,1.2,96.5,90.1,53454,25625,11.2,84395,150.4
3076,Juneau,WI,19.0,20.5,5.5,12.4,85.0,1.6,0.5,2.4,2.9,0.1,1.1,94.3,92.0,45297,23343,13.6,26395,34.8
3077,Kenosha,WI,12.5,24.1,5.9,23.2,88.8,0.7,1.6,7.3,12.6,0.1,2.5,87.7,76.8,54930,26514,14.0,168068,611.9
3078,Kewaunee,WI,18.9,22.0,5.3,13.5,90.7,0.6,0.4,0.5,2.3,0.0,1.0,97.5,95.5,53588,25282,9.4,20444,60.1
3079,La Crosse,WI,14.8,20.4,5.4,29.9,93.8,0.5,4.6,1.5,1.7,0.0,1.7,91.8,90.4,51339,26271,14.0,118011,253.8
3080,Lafayette,WI,16.5,24.9,6.4,16.5,89.8,0.6,0.5,0.4,3.8,0.0,0.6,97.9,94.6,49107,23483,11.7,16853,26.6
3081,Langlade,WI,22.2,19.9,5.0,13.2,88.1,1.3,0.4,0.7,1.9,0.0,1.3,96.3,94.8,42389,22974,14.5,19410,22.9
3082,Lincoln,WI,19.8,20.4,4.5,14.5,88.4,0.5,0.6,1.4,1.5,0.0,1.0,96.5,95.3,49021,24669,11.1,28493,32.7
3083,Manitowoc,WI,18.6,21.2,5.2,18.7,90.2,0.7,2.8,0.8,3.5,0.0,1.1,94.6,91.6,48881,25825,9.7,80160,138.3
3084,Marathon,WI,15.9,23.4,6.1,22.2,90.0,0.6,5.7,0.8,2.6,0.0,1.3,91.5,89.3,53363,27607,10.9,135780,86.8
3085,Marinette,WI,21.7,19.6,4.7,13.6,89.4,0.7,0.6,0.5,1.5,0.0,1.2,97.0,95.7,40490,23555,13.2,41298,29.8
3086,Marquette,WI,22.6,19.6,5.0,12.9,87.0,0.7,0.6,0.5,2.9,0.0,1.1,97.1,94.4,46077,23490,13.6,15050,33.8
3087,Menominee,WI,12.6,32.8,10.9,15.8,90.4,82.2,2.1,0.8,5.3,0.0,2.1,12.8,12.1,33333,14710,31.4,4522,11.8
3088,Milwaukee,WI,12.1,24.4,7.2,28.1,85.9,0.9,3.9,27.2,14.2,0.0,2.6,65.3,53.0,43193,24295,21.6,956406,3926.0
3089,Monroe,WI,15.7,25.3,6.8,17.4,88.2,1.3,0.8,1.5,4.0,0.1,1.4,94.8,91.4,49774,23456,14.4,45379,49.6
3090,Oconto,WI,18.5,20.7,4.8,14.9,89.3,1.4,0.4,0.3,1.7,0.0,1.0,96.8,95.4,51615,25941,10.2,37417,37.7
3091,Oneida,WI,23.9,17.2,4.6,23.6,92.5,1.0,0.5,0.5,1.4,0.0,1.4,96.5,95.4,45759,27041,10.7,35563,32.3
3092,Outagamie,WI,13.2,24.1,6.3,26.4,93.1,1.8,3.4,1.3,4.1,0.1,1.5,91.9,88.4,58318,28186,8.7,182006,277.2
3093,Ozaukee,WI,17.5,22.0,5.0,44.9,96.1,0.3,2.2,1.5,2.7,0.0,1.1,94.8,92.4,75457,42041,5.2,87470,370.7
3094,Pepin,WI,20.8,21.9,5.2,17.1,90.0,0.3,0.3,0.6,1.4,0.0,0.7,98.1,96.9,47701,24367,12.5,7335,32.2
3095,Pierce,WI,12.5,21.3,5.3,25.7,93.5,0.5,0.9,0.6,1.9,0.0,1.4,96.6,95.0,59226,27462,12.4,40958,71.5
3096,Polk,WI,18.5,21.8,5.1,19.3,91.7,1.1,0.5,0.4,1.7,0.0,1.2,96.8,95.4,48538,25751,10.8,43437,48.4
3097,Portage,WI,14.6,19.7,5.0,27.5,92.1,0.5,2.9,0.8,3.0,0.0,1.3,94.6,91.9,50996,24972,13.7,70482,87.4
3098,Price,WI,24.0,17.7,3.9,15.3,89.5,0.6,0.7,0.5,1.6,0.4,1.2,96.7,95.3,42644,23723,15.9,13675,11.3
3099,Racine,WI,14.7,23.9,6.2,23.0,87.8,0.6,1.3,11.7,12.5,0.1,2.2,84.2,73.1,54090,27141,13.3,195163,587.7
3100,Richland,WI,19.5,22.3,5.4,15.0,88.9,0.4,0.6,0.6,2.4,0.0,0.9,97.4,95.2,45271,22778,12.8,17662,30.7
3101,Rock,WI,15.1,23.9,6.0,19.4,87.7,0.5,1.2,5.1,8.2,0.1,2.2,90.9,83.6,49435,24094,14.3,161188,223.3
3102,Rusk,WI,22.1,21.1,5.3,14.3,86.6,0.6,0.4,0.6,1.7,0.0,1.1,97.3,95.8,38658,21004,18.7,14333,16.2
3103,St. Croix,WI,12.2,25.9,6.2,33.0,94.9,0.5,1.0,0.7,2.3,0.0,1.4,96.4,94.4,68426,32220,7.6,86759,116.8
3104,Sauk,WI,17.0,23.0,6.0,21.0,89.4,1.4,0.8,0.8,4.9,0.0,1.2,95.8,91.5,52140,25988,10.8,63379,74.6
3105,Sawyer,WI,23.3,19.9,5.5,22.0,89.7,17.2,0.4,0.6,2.1,0.0,3.2,78.6,77.4,39904,23809,18.8,16437,13.2
3106,Shawano,WI,19.8,21.9,5.4,15.3,89.5,8.0,0.5,0.4,2.6,0.0,2.1,88.9,87.3,46559,23500,11.5,41579,47.0
3107,Sheboygan,WI,16.2,22.8,5.6,22.4,90.6,0.5,5.1,1.8,6.0,0.1,1.4,91.1,85.6,52920,26126,9.5,115290,225.9
3108,Taylor,WI,18.3,23.7,5.8,13.6,86.4,0.3,0.4,0.4,1.8,0.1,0.8,98.1,96.6,44869,23032,13.9,20540,21.2
3109,Trempealeau,WI,16.9,24.4,6.8,17.5,87.6,0.6,0.7,0.5,6.8,0.1,0.9,97.3,91.3,49143,25017,11.9,29509,39.3
3110,Vernon,WI,18.5,25.9,7.2,19.5,86.9,0.2,0.4,0.4,1.6,0.0,1.0,97.9,96.5,45488,22680,14.5,30362,37.6
3111,Vilas,WI,29.0,16.8,4.1,24.1,91.8,11.3,0.4,0.4,1.9,0.0,1.4,86.5,85.4,40833,26252,13.3,21398,25.0
3112,Walworth,WI,15.3,21.9,5.1,26.2,90.1,0.5,1.1,1.3,11.1,0.1,1.2,96.0,85.6,54020,27130,13.4,103527,184.2
3113,Washburn,WI,23.9,19.5,5.0,20.3,90.8,1.4,0.5,0.5,1.6,0.0,1.5,96.2,94.9,41924,24850,13.8,15694,20.0
3114,Washington,WI,15.7,23.0,5.3,27.6,92.5,0.4,1.2,1.1,3.0,0.0,1.1,96.1,93.4,66159,32020,6.3,133251,306.2
3115,Waukesha,WI,16.5,22.4,5.1,40.2,95.6,0.3,3.3,1.4,4.6,0.1,1.3,93.6,89.4,75850,37577,5.4,395118,709.4
3116,Waupaca,WI,19.5,21.2,5.2,16.6,89.9,0.7,0.5,0.4,3.0,0.0,1.0,97.4,94.8,50822,25956,10.6,52066,70.1
3117,Waushara,WI,22.5,18.7,4.8,14.3,87.0,0.8,0.5,2.1,6.4,0.1,1.0,95.5,89.8,43070,22888,11.6,24178,39.1
3118,Winnebago,WI,14.7,20.8,5.6,25.5,91.0,0.7,2.7,2.0,3.9,0.0,1.6,93.0,89.6,51010,26955,12.3,169511,384.3
3119,Wood,WI,18.6,21.9,5.7,18.8,90.8,0.9,2.0,0.7,2.7,0.0,1.0,95.4,93.1,47685,25961,11.0,73608,94.2
3120,Albany,WY,9.8,16.5,5.2,48.0,95.3,1.1,3.1,1.8,9.4,0.1,2.4,91.6,83.4,42774,24758,26.0,37811,8.5
3121,Big Horn,WY,19.2,25.3,6.5,21.2,89.1,1.3,0.4,0.9,9.1,0.0,1.4,95.9,87.8,52589,25119,10.2,11930,3.7
3122,Campbell,WY,7.1,28.0,8.0,18.8,91.5,1.5,0.6,0.9,8.2,0.1,1.9,95.0,87.8,79488,33850,7.7,48320,9.6
3123,Carbon,WY,13.8,23.9,6.2,17.7,89.6,1.7,1.0,1.5,17.3,0.1,1.7,94.1,78.1,55347,25947,13.5,15854,2.0
3124,Converse,WY,14.1,24.7,6.9,18.8,92.1,1.3,0.6,1.0,7.7,0.1,1.4,95.6,88.7,63918,30941,8.6,14097,3.3
3125,Crook,WY,18.0,23.5,6.6,20.9,93.1,0.9,0.4,1.1,2.6,0.0,1.3,96.3,94.1,53237,28212,6.7,7248,2.5
3126,Fremont,WY,16.2,25.5,7.5,21.2,91.3,21.2,0.6,0.7,6.7,0.1,2.8,74.7,70.3,50418,24037,15.0,40703,4.4
3127,Goshen,WY,20.5,20.1,5.6,20.5,89.3,1.1,0.7,1.2,10.4,0.1,1.1,95.9,86.2,43257,23475,18.3,13514,6.0
